GDP pc 2011 prices;Afghanistan;Angola;Albania;United Arab Emirates;Argentina;Armenia;Australia;Austria;Azerbaijan;Burundi;Belgium;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrain;Bosnia and Herzegovina;Belarus;Bolivia (Plurinational State of);Brazil;Barbados;Botswana;Central African Republic;Canada;Switzerland;Chile;China;Côte d'Ivoire;Cameroon;D.R. of the Congo;Congo;Colombia;Comoros;Cabo Verde;Costa Rica;Czechoslovakia;Cuba;Cyprus;Czech Republic;Germany;Djibouti;Dominica;Denmark;Dominican Republic;Algeria;Ecuador;Egypt;Spain;Estonia;Ethiopia;Finland;France;Gabon;United Kingdom;Georgia;Ghana;Guinea;Gambia;Guinea-Bissau;Equatorial Guinea;Greece;Guatemala;China, Hong Kong SAR;Honduras;Croatia;Haiti;Hungary;Indonesia;India;Ireland;Iran (Islamic Republic of);Iraq;Iceland;Israel;Italy;Jamaica;Jordan;Japan;Kazakhstan;Kenya;Kyrgyzstan;Cambodia;Republic of Korea;Kuwait;Lao People's DR;Lebanon;Liberia;Libya;Saint Lucia;Sri Lanka;Lesotho;Lithuania;Luxembourg;Latvia;Morocco;Republic of Moldova;Madagascar;Mexico;TFYR of Macedonia;Mali;Malta;Myanmar;Montenegro;Mongolia;Mozambique;Mauritania;Mauritius;Malawi;Malaysia;Namibia;Niger;Nigeria;Nicaragua;Netherlands;Norway;Nepal;New Zealand;Oman;Pakistan;Panama;Peru;Philippines;Poland;Puerto Rico;D.P.R. of Korea;Portugal;Paraguay;State of Palestine;Qatar;Romania;Russian Federation;Rwanda;Saudi Arabia;Sudan (Former);Senegal;Singapore;Sierra Leone;El Salvador;Serbia;Sao Tome and Principe;Former USSR;Slovakia;Slovenia;Sweden;Swaziland;Seychelles;Syrian Arab Republic;Chad;Togo;Thailand;Tajikistan;Turkmenistan;Trinidad and Tobago;Tunisia;Turkey;Taiwan, Province of China;U.R. of Tanzania: Mainland;Uganda;Ukraine;Uruguay;United States;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Former Yugoslavia;South Africa;Zambia;Zimbabwe
year;AFG;AGO;ALB;ARE;ARG;ARM;AUS;AUT;AZE;BDI;BEL;BEN;BFA;BGD;BGR;BHR;BIH;BLR;BOL;BRA;BRB;BWA;CAF;CAN;CHE;CHL;CHN;CIV;CMR;COD;COG;COL;COM;CPV;CRI;CSK;CUB;CYP;CZE;DEU;DJI;DMA;DNK;DOM;DZA;ECU;EGY;ESP;EST;ETH;FIN;FRA;GAB;GBR;GEO;GHA;GIN;GMB;GNB;GNQ;GRC;GTM;HKG;HND;HRV;HTI;HUN;IDN;IND;IRL;IRN;IRQ;ISL;ISR;ITA;JAM;JOR;JPN;KAZ;KEN;KGZ;KHM;KOR;KWT;LAO;LBN;LBR;LBY;LCA;LKA;LSO;LTU;LUX;LVA;MAR;MDA;MDG;MEX;MKD;MLI;MLT;MMR;MNE;MNG;MOZ;MRT;MUS;MWI;MYS;NAM;NER;NGA;NIC;NLD;NOR;NPL;NZL;OMN;PAK;PAN;PER;PHL;POL;PRI;PRK;PRT;PRY;PSE;QAT;ROU;RUS;RWA;SAU;SDN;SEN;SGP;SLE;SLV;SRB;STP;SUN;SVK;SVN;SWE;SWZ;SYC;SYR;TCD;TGO;THA;TJK;TKM;TTO;TUN;TUR;TWN;TZA;UGA;UKR;URY;USA;UZB;VEN;VNM;YEM;YUG;ZAF;ZMB;ZWE
1854;;;;;;; 	4.202 ;;;; 	3.300 ;;;;;;;;; 	818 ;;;;; 	2.264 ; 	1.387 ;;;;;;;;;;;;;; 	2.300 ;;; 	2.679 ;;;;; 	1.804 ;;;; 	2.627 ;; 	4.909 ;;;;;;; 	1.908 ;;;;;;; 	711 ;;;;;;;2350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.931 ; 	1.859 ;;;;;; 	1.226 ;; 	1.133 ;;;;;;;;;;;;;;;;;;;;; 	1.685 ;;;;;;;;;;;;;;;;; 	4.254 ;; 	2.039 ;;;; 	1.352 ;;
1855;;;;;;; 	3.988 ;;;; 	3.301 ;;;;;;;;; 	824 ;;;;; 	2.373 ; 	1.425 ;;;;;;;;;;;;;; 	2.263 ;;; 	2.938 ;;;;; 	1.892 ; 	1.787 ;;; 	2.577 ;; 	4.748 ;;;;;;; 	2.007 ;;;;;;; 	746 ;;;;;;;2373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.824 ; 	1.897 ;;;;;; 	1.302 ;; 	1.162 ;;; 	1.465 ;;;;;;;;;;;;;;;;;; 	1.788 ;;;;;;;;;;;;;;;;; 	4.161 ;; 	2.115 ;;;; 	1.451 ;;
1856;;;;;;; 	4.866 ;;;; 	3.459 ;;;;;;;;; 	854 ;;;;; 	2.419 ; 	1.427 ;;;;;;;;;;;;;; 	2.440 ;;; 	2.735 ;;;;; 	1.800 ;;;; 	2.687 ;; 	5.013 ;;;;;;; 	1.757 ;;;;;;; 	797 ;;;;;;;2381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.977 ; 	1.860 ;;;;;; 	1.243 ;; 	1.159 ;;;;;;;;;;;;;;;;;;;;; 	1.771 ;;;;;;;;;;;;;;;;; 	4.248 ;; 	1.635 ;;;; 	1.168 ;;
1857;;;;;;; 	4.294 ;;;; 	3.524 ;;;;;;;;; 	915 ;;;;; 	2.786 ; 	1.462 ;;;;;;;;;;;;;; 	2.541 ;;; 	2.745 ;;;;; 	1.742 ;;;; 	2.836 ;; 	5.019 ;;;;;;; 	2.278 ;;;;;;; 	764 ;;;;;;;2573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.907 ; 	1.763 ;;;;;; 	1.441 ;; 	1.183 ;;;;;;;;;;;;;;;;;;;;; 	1.819 ;;;;;;;;;;;;;;;;; 	4.156 ;; 	1.884 ;;;; 	1.384 ;;
1858;;;;;;; 	3.661 ;;;; 	3.526 ;;;;;;;;; 	974 ;;;;; 	2.862 ; 	1.513 ;;;;;;;;;;;;;; 	2.509 ;;; 	2.691 ;;;;; 	1.774 ;;;; 	3.029 ;; 	4.879 ;;;;;;; 	2.197 ;;;;;;; 	815 ;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.800 ; 	1.865 ;;;;;; 	1.341 ;; 	1.237 ;;;;;;;;;;;;;;;;;;;;; 	1.841 ;;;;;;;;;;;;;;;;; 	4.177 ;; 	1.846 ;;;; 	1.210 ;;
1859;;;;;;; 	4.728 ;;;; 	3.502 ;;;;;;;;; 	966 ;;;;; 	2.894 ; 	1.559 ;;;;;;;;;;;;;; 	2.495 ;;; 	2.834 ;;;;; 	1.862 ;;;; 	2.828 ;; 	5.031 ;;;;;;; 	2.161 ;;;;;;; 	816 ;;;;;;;2588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.665 ; 	1.817 ;;;;;; 	1.309 ;; 	1.296 ;;;;;;;;;;;;;;;;;;;;; 	1.906 ;;;;;;;;;;;;;;;;; 	4.289 ;; 	1.865 ;;;; 	1.250 ;;
1860;;;;; 	2.160 ;; 	4.613 ; 	2.834 ;;; 	3.655 ;;;;;;;;; 	991 ;;;; 	2.313 ; 	2.934 ; 	1.588 ;;;;;; 	913 ;;;;;;;; 	2.613 ;;; 	2.775 ;;;;; 	1.930 ;;; 	1.522 ; 	3.016 ;; 	5.086 ;;;;;;; 	2.125 ;;;;;;; 	819 ;;;;;;;2573; 	856 ;;;;;;;;;;;;;;;;;;;;;; 	921 ;;;;;;;;;;;;;;;; 	3.840 ; 	1.887 ;; 	3.526 ;;;; 	1.313 ;; 	1.358 ;;;;;;;;;;;;;;;;;;;;; 	1.941 ;;;;;;;;;;;;;;;; 	3.000 ; 	4.402 ;; 	1.981 ;;;; 	1.294 ;;
1861;;;;;;; 	4.544 ;;;; 	3.682 ;;;;;;;;; 	982 ;;;;; 	2.948 ; 	1.575 ;;;;;;;;;;;;;; 	2.523 ;;; 	2.785 ;;;;; 	1.932 ;;; 	1.527 ; 	2.820 ;; 	5.024 ;;;;;;; 	2.262 ;;;;;;; 	824 ; 	896 ;;;;;;2558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.735 ; 	1.879 ;;;;;; 	1.235 ;; 	1.387 ;;; 	1.407 ;;;;;;;;;;;;;;;;;; 	1.865 ;;;;;;;;;;;;;;;;; 	4.312 ;; 	2.134 ;;;; 	1.218 ;;
1862;;;;;;; 	4.368 ;;;; 	3.752 ;;;;;;;;; 	936 ;;;;; 	2.823 ; 	1.553 ;;;;;;;;;;; 	1.068 ;;; 	2.622 ;;; 	2.836 ;;;;; 	1.932 ;;; 	1.428 ; 	3.051 ;; 	4.764 ;;;;;;; 	2.283 ;;;;;;; 	770 ;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.881 ; 	2.007 ;;;;;; 	1.221 ;; 	1.376 ;;;;;;; 	344 ;;;;;;;;;;;;;; 	1.808 ;;;;;;;;;;;;;;;;; 	4.447 ;; 	1.884 ;;;; 	897 ;;
1863;;;;;;; 	4.352 ;;;; 	3.832 ;;;;;;;;; 	956 ;;;;; 	2.879 ; 	1.596 ;;;;;;;;;;;;;; 	2.788 ;;; 	2.979 ;;;;; 	1.959 ;;; 	1.527 ; 	3.145 ;; 	5.165 ;;;;;;; 	2.039 ;;;;;;; 	773 ;;;;;;;2688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	3.953 ; 	1.959 ;;;;;; 	1.339 ;; 	1.387 ;;;;;;; 	375 ;;;;;;;;;;;;;; 	1.886 ;;;;;;;;;;;;;;;;; 	4.734 ;; 	1.731 ;;;; 	960 ;;
1864;;;;;;; 	4.616 ;;;; 	3.931 ;;;;;;;;; 	971 ;;;;; 	2.808 ; 	1.667 ;;;;;;;;;;;;;; 	2.837 ;;; 	2.922 ;;;;; 	1.946 ;;; 	1.545 ; 	3.169 ;; 	5.255 ;;;;;;; 	1.854 ;;;;;;; 	764 ;;;;;;;2642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.111 ; 	1.986 ;;;;;; 	1.278 ;; 	1.420 ;;;;;;; 	386 ;;;;;;;;;;;;;; 	1.919 ;;;;;;;;;;;;;;;;; 	4.889 ;; 	1.693 ;;;; 	1.339 ;;
1865;;;;;;; 	4.403 ;;;; 	3.902 ;;;;;;;;; 	1.042 ;;;;; 	2.792 ; 	1.710 ;;;;;;;;;;;;;; 	2.821 ;;; 	2.989 ;;;;; 	1.865 ;;; 	1.516 ; 	3.067 ;; 	5.333 ;;;;;;; 	1.981 ;;;;;;; 	784 ;;;;;;;2780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.117 ; 	2.077 ;;;;;; 	1.267 ;; 	1.446 ;;; 	1.420 ;;;; 	295 ;;;;;;;;;;;;;; 	1.953 ;;;;;;;;;;;;;;;;; 	4.637 ;; 	1.788 ;;;; 	985 ;;
1866;;;;;;; 	4.532 ;;;; 	3.990 ;;;;;;;;; 	1.081 ;;;;; 	2.815 ; 	1.750 ;;;;;;;;;;;;;; 	2.823 ;;; 	2.963 ;;;;; 	1.977 ;;; 	1.527 ; 	3.083 ;; 	5.451 ;;;;;;; 	1.890 ;;;;;;; 	800 ;;;;;;;2588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.272 ; 	1.975 ;;;;;; 	1.320 ;; 	1.470 ;;; 	1.466 ;;;; 	295 ;;;;;;;;;;;;;; 	1.921 ;;;;;;;;;;;;;;;;; 	4.600 ;; 	1.769 ;;;; 	1.025 ;;
1867;;;;;;; 	4.956 ;;;; 	3.980 ;;;;;;;;; 	1.170 ;;;;; 	2.746 ; 	1.666 ;;;;;;;;;;;;;; 	2.815 ;;; 	2.933 ;;;;; 	1.946 ;;; 	1.412 ; 	2.890 ;; 	5.424 ;;;;;;; 	1.997 ;;;;;;; 	826 ;;;;;;;2611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.127 ; 	1.991 ;;;;;; 	1.317 ;; 	1.516 ;;; 	1.500 ;;;; 	357 ;;;;;;;;;;;;;; 	1.949 ;;;;;;;;;;;;;;;;; 	4.752 ;; 	1.596 ;;;; 	1.213 ;;
1868;;;;;;; 	5.031 ;;;; 	4.095 ;;;;;;;;; 	1.170 ;;;;; 	3.053 ; 	1.714 ;;;;;;;;;;;;;; 	2.966 ;;; 	2.954 ;;;;; 	1.701 ;;; 	1.599 ; 	3.159 ;; 	5.636 ;;;;;;; 	2.020 ;;;;;;; 	800 ;;;;;;;2627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.152 ; 	1.975 ;;;;;; 	1.312 ;; 	1.556 ;;; 	1.506 ;;;; 	386 ;;;;;;;;;;;;;; 	1.774 ;;;;;;;;;;;;;;;;; 	4.816 ;; 	1.615 ;;;; 	1.226 ;;
1869;;;;;;; 	4.932 ;;;; 	4.245 ;;;;;;;;; 	1.170 ;;;;; 	3.041 ; 	1.849 ;;;;;;;;;;;;;; 	2.965 ;;; 	3.092 ;;;;; 	1.760 ;;; 	1.755 ; 	3.198 ;; 	5.635 ;;;;;;; 	1.992 ;;;;;;; 	787 ;;;;;;;2696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	4.286 ; 	2.079 ;;;;;; 	1.471 ;; 	1.559 ;;; 	1.537 ;;;; 	349 ;;;;;;;;;;;;;; 	1.902 ;;;;;;;;;;;;;;;;; 	4.943 ;; 	1.788 ;;;; 	1.211 ;;
1870;;; 	711 ;; 	2.340 ;; 	5.217 ; 	2.970 ;;; 	4.291 ;;;; 	1.339 ;;;;; 	1.084 ;;;; 	2.702 ; 	2.954 ; 	1.868 ; 	945 ;;;;; 	1.078 ;;;; 	1.855 ;;;; 	2.931 ;;; 	3.193 ;; 	1.140 ; 	760 ; 	1.195 ; 	1.809 ;;; 	1.817 ; 	2.990 ;; 	5.829 ;; 	700 ;;;;; 	1.938 ;; 	1.256 ;;;; 	1.741 ; 	810 ; 	850 ; 	2.829 ; 	956 ; 	956 ;;;2826; 	845 ; 	1.116 ; 	1.580 ;;;;; 	820 ;;; 	1.514 ;;;; 	1.356 ;;;;; 	897 ;;; 	1.046 ;;;; 	803 ;;;;;;; 	1.055 ;;;;; 	4.422 ; 	2.177 ; 	641 ; 	4.941 ;;;; 	1.675 ; 	995 ; 	1.575 ;; 	758 ; 	1.554 ;; 	1.211 ;; 	362 ;;; 	829 ;;; 	1.423 ;;;;;;;; 	2.144 ;;; 	1.403 ;;; 	969 ;;;; 	1.009 ; 	1.165 ; 	968 ;;;; 	3.677 ; 	4.803 ;; 	1.769 ; 	805 ;; 	878 ; 	1.286 ;;
1871;;;;;;; 	5.259 ; 	3.154 ;;; 	4.275 ;;;;;;;;; 	1.084 ;;;; 	2.797 ; 	3.064 ; 	1.836 ;;;;;; 	1.082 ;;;;;;;; 	2.896 ;;; 	3.177 ;;;;; 	1.948 ;;; 	1.796 ; 	3.027 ;; 	5.797 ;;;;;;; 	1.859 ;;;;;;; 	811 ;;;;;;;2811;;;;;;;;;;;;;;; 	1.318 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.364 ; 	2.276 ;; 	5.029 ;;;; 	1.747 ;; 	1.576 ;;; 	1.487 ;;;; 	375 ;;;;;;;;;;;;;; 	2.219 ;;;;;;;;;;;;;;;; 	3.677 ; 	4.919 ;; 	1.731 ;;;; 	1.290 ;;
1872;;;;;;; 	5.663 ; 	3.150 ;;; 	4.501 ;;;;;;;;; 	1.122 ;;;; 	2.718 ; 	3.140 ; 	1.910 ;;;;;; 	1.089 ;;;;;;;; 	3.078 ;;; 	3.327 ;;;;; 	2.246 ;;; 	1.825 ; 	3.312 ;; 	5.769 ;;;;;;; 	1.806 ;;;;;;; 	830 ;;;;;;; 	2.593 ;;;;;;;;;;;;;;; 	1.251 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.414 ; 	2.342 ;; 	5.616 ;;;; 	1.771 ;; 	1.599 ;;; 	1.521 ;;;; 	373 ;;;;;;;;;;;;;; 	2.259 ;;;;;;;;;;;;;;;; 	4.305 ; 	4.992 ;; 	1.750 ;;;; 	1.902 ;;
1873;;;;;;; 	6.095 ; 	3.049 ;;; 	4.495 ;;;;;;;;; 	1.089 ;;;; 	2.936 ; 	3.321 ; 	2.024 ;;;;;; 	1.093 ;;;;;;;; 	3.186 ;;; 	3.279 ;;;;; 	2.428 ;;; 	1.902 ; 	3.064 ;; 	5.842 ;;;;;;; 	2.128 ;;;;;;; 	813 ;;;;;;; 	2.581 ;;;;;;;;;;;;;;; 	1.256 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.503 ; 	2.421 ;; 	6.107 ;;;; 	1.757 ;; 	1.653 ;;; 	1.575 ;;;; 	397 ;;;;;;;;;;;;;; 	2.284 ;;;;;;;;;;;;;;;; 	4.403 ; 	5.117 ;; 	1.884 ;;;; 	1.639 ;;
1874;;;;;;; 	6.113 ; 	3.158 ;;; 	4.607 ;;;;;;;;; 	1.106 ;;;; 	2.955 ; 	3.323 ; 	1.954 ;;;;;; 	1.100 ;;;;;;;; 	3.386 ;;; 	3.341 ;;;;; 	2.216 ;;; 	1.919 ; 	3.438 ;; 	5.874 ;;;;;;; 	2.013 ;;;;;;; 	802 ;;;;;;; 	2.715 ;;; 	1.607 ;;;;;;;;;;;; 	1.235 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.337 ; 	2.348 ;; 	6.126 ;;;; 	1.777 ;; 	1.682 ;;; 	1.540 ;;;; 	391 ;;;;;;;;;;;;;; 	2.370 ;;;;;;;;;;;;;;;; 	3.918 ; 	4.965 ;; 	2.077 ;;;; 	1.562 ;;
1875;;;;; 	2.606 ;; 	6.596 ; 	3.145 ;;; 	4.560 ;;;;;;;;; 	1.122 ;;;; 	2.844 ; 	3.599 ; 	2.050 ;;;;;; 	1.105 ;;;;;;;; 	3.366 ;;; 	3.366 ;;;;; 	2.276 ;;; 	1.930 ; 	3.537 ;; 	5.950 ;;;;;;; 	1.929 ;;;;;;; 	832 ;;;;;;; 	2.727 ;;;;;;;;;;;;;;; 	1.245 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.584 ; 	2.410 ;; 	5.879 ;;;; 	1.627 ;; 	1.686 ;;; 	1.529 ;;;; 	450 ;;;;;;;;;;;;;; 	2.286 ;;;;;;;;;;;;;;;; 	3.241 ; 	5.105 ;; 	1.846 ;;;; 	1.741 ;;
1876;;;;; 	2.611 ;; 	6.387 ; 	3.188 ;;; 	4.583 ;;;;;;;;; 	1.081 ;;;; 	2.616 ; 	3.852 ; 	1.988 ;;;;;; 	1.111 ;;;;;;;; 	3.301 ;;; 	3.395 ;;;;; 	2.346 ;;; 	2.007 ; 	3.233 ;; 	5.938 ;;;;;;; 	1.921 ;;;;;;; 	827 ;;;;;;; 	2.662 ;;;;;;;;;;;;;;; 	1.258 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.595 ; 	2.477 ;; 	5.775 ;;;; 	1.792 ;; 	1.733 ;;; 	1.486 ;;;; 	430 ;;;;;;;;;;;;;; 	2.431 ;;;;;;;;;;;;;;;; 	3.532 ; 	5.050 ;; 	1.924 ;;;; 	1.946 ;;
1877;;;;; 	2.820 ;; 	6.433 ; 	3.268 ;;; 	4.597 ;;;;;;;;; 	1.050 ;;;; 	2.753 ; 	3.630 ; 	1.908 ;;;;;; 	1.116 ;;;;;;;; 	3.241 ;;; 	3.261 ;;;;; 	2.601 ;;; 	1.930 ; 	3.390 ;; 	5.923 ;;;;;;; 	1.804 ;;;;;;; 	838 ;;;;;;; 	2.678 ;;;;;;;;;;;;;;; 	1.264 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.651 ; 	2.450 ;; 	6.347 ;;;; 	1.637 ;; 	1.761 ;;; 	1.545 ;;;; 	440 ;;;;;;;;;;;;;; 	2.377 ;;;;;;;;;;;;;;;; 	3.435 ; 	5.099 ;; 	1.943 ;;;; 	1.835 ;;
1878;;;;; 	2.619 ;; 	6.817 ; 	3.347 ;;; 	4.689 ;;;;;;;;; 	1.101 ;;;; 	2.609 ; 	3.486 ; 	1.953 ;;;;;; 	1.122 ;;;;;;;; 	3.352 ;;; 	3.351 ;;;;; 	2.495 ;;; 	1.870 ; 	3.333 ;; 	5.879 ;;;;;;; 	1.985 ;;;;;;; 	864 ;;;;;;; 	2.745 ;;;;;;;;;;;;;;; 	1.144 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.637 ; 	2.337 ;; 	6.808 ;;;; 	1.415 ;; 	1.800 ;;; 	1.537 ;;;; 	454 ;;;;;;;;;;;;;; 	2.291 ;;;;;;;;;;;;;;;; 	3.677 ; 	5.199 ;; 	2.077 ;;;; 	1.790 ;;
1879;;;;; 	2.664 ;; 	6.703 ; 	3.296 ;;; 	4.694 ;;;;;;;;; 	1.109 ;;;; 	2.813 ; 	3.509 ; 	2.219 ;;;;;; 	1.127 ;;;;;;;; 	3.234 ;;; 	3.425 ;;;;; 	2.316 ;;; 	1.860 ; 	3.113 ;; 	5.786 ;;;;;;; 	2.063 ;;;;;;; 	859 ;;;;;;; 	2.753 ;;;;;;;;;;;;;;; 	1.227 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.414 ; 	2.429 ;; 	5.689 ;;;; 	1.194 ;; 	1.835 ;;; 	1.529 ;;;; 	461 ;;;;;;;;;;;;;; 	2.416 ;;;;;;;;;;;;;;;; 	3.145 ; 	5.716 ;; 	2.039 ;;;; 	1.985 ;;
1880;;;;; 	2.557 ;; 	6.830 ; 	3.314 ;;; 	4.886 ;;;;;;;;; 	1.058 ;;;; 	2.895 ; 	3.869 ; 	2.418 ;;;;;; 	1.133 ;;;;;;;; 	3.174 ;;; 	3.476 ;;; 	760 ;; 	2.520 ;;; 	1.841 ; 	3.379 ;; 	5.997 ;;;;;;; 	2.028 ;;;;;;; 	1.041 ;;;;;;; 	2.796 ; 	864 ;;;;;;;;;;;;;; 	1.325 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.666 ; 	2.503 ;; 	5.973 ;;;; 	859 ;; 	1.886 ;;; 	1.510 ;;;; 	574 ;;;;;;;;;;;;;; 	2.359 ;;;;;;;;;;;;;;;; 	3.435 ; 	6.256 ;; 	2.153 ;;;; 	2.294 ;;
1881;;;;; 	2.541 ;; 	7.101 ; 	3.419 ;;; 	4.894 ;;;;;;;;; 	1.068 ;;;; 	3.252 ; 	3.943 ; 	2.488 ;;;;;; 	1.138 ;;;;; 	1.267 ;;; 	3.228 ;;; 	3.480 ;;;;; 	2.538 ;;; 	1.769 ; 	3.497 ;; 	6.146 ;;;;;;; 	1.970 ;;;;;;; 	1.097 ;;;;;;; 	2.880 ;;;;;;;;;;;;;;; 	1.414 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.694 ; 	2.439 ;; 	6.001 ;;;; 	784 ;; 	1.927 ;;; 	1.546 ;;;; 	427 ;;;;;;;;;;;;;; 	2.444 ;;;;;;;;;;;;;;;; 	3.096 ; 	6.317 ;; 	2.153 ;;;; 	2.168 ;;
1882;;;;; 	3.108 ;; 	6.476 ; 	3.411 ;;; 	4.999 ;;;;;;;;; 	1.093 ;;;; 	3.362 ; 	3.999 ; 	2.694 ;;;;;; 	1.144 ;;;;;;;; 	3.258 ;;; 	3.571 ;;;;; 	2.547 ;;; 	1.918 ; 	3.647 ;; 	6.269 ;;;;;;; 	2.098 ;;;;;;; 	1.054 ;;;;;;; 	2.915 ;;;;;;;;;;;;;;; 	1.490 ;;;;;;;;;;;;;;;;;;;;;;;; 	4.758 ; 	2.528 ;; 	5.812 ;;;; 	830 ;; 	1.978 ;;; 	1.581 ;;;; 	561 ;;;;;;;;;;;;;; 	2.354 ;;;;;;;;;;;;;;;; 	3.387 ; 	6.558 ;; 	2.115 ;;;; 	2.053 ;;
1883;;;;; 	3.373 ;; 	7.133 ; 	3.521 ;;; 	5.013 ;;;;;;;;; 	1.063 ;;;; 	3.331 ; 	4.194 ; 	2.683 ;;;;;; 	1.149 ;;;;;;;; 	3.416 ;;; 	3.665 ;;;;; 	2.582 ;;; 	1.961 ; 	3.647 ;; 	6.264 ;;;;;;; 	2.091 ;;;;;;; 	1.030 ;;;;;;; 	2.942 ;;;;;;;;;;;;;;; 	1.500 ;;;;;;;;;;;;;;;;;;;;;;;; 	5.053 ; 	2.582 ;; 	5.571 ;;;; 	760 ;; 	2.026 ;;; 	1.607 ;;;; 	516 ;;;;;;;;;;;;;; 	2.531 ;;;;;;;;;;;;;;;; 	3.967 ; 	6.559 ;; 	2.211 ;;;; 	1.578 ;;
1884;;;;; 	3.486 ;; 	6.861 ; 	3.583 ;;; 	4.999 ;;;;;;;;; 	1.135 ;;;; 	3.556 ; 	4.542 ; 	2.703 ;;;;;; 	1.156 ;;;;;;;; 	3.472 ;;; 	3.642 ;;;;; 	2.590 ;;; 	1.943 ; 	3.591 ;; 	6.220 ;;;;;;; 	2.351 ;;;;;;; 	1.108 ; 	878 ;;;;;; 	2.898 ;;;;;;;;;;;;;;; 	1.443 ;;;;;;;;;;;;;;;;;;;;;;;; 	5.085 ; 	2.518 ;; 	5.903 ;;;; 	912 ;; 	2.056 ;;; 	1.648 ;;;; 	440 ;;;;;;;;;;;;;; 	2.477 ;;;;;;;;;;;;;;;; 	3.870 ; 	6.523 ;; 	2.346 ;;;; 	1.430 ;;
1885;;;;; 	3.904 ;; 	7.049 ; 	3.531 ;;; 	5.002 ;;;;;;;;; 	1.055 ;;;; 	3.304 ; 	4.773 ; 	2.547 ;;;;;; 	1.162 ;;;;;;;; 	3.532 ;;; 	3.625 ;;;;; 	2.493 ;;; 	1.962 ; 	3.518 ;; 	6.132 ;;;;;;; 	2.536 ;;;;;;; 	1.108 ; 	904 ;;;;;; 	2.941 ;;; 	1.729 ;;;;;;;;;;;; 	1.342 ;;;;;;;;;;;;;;;;;;;;;;;; 	5.137 ; 	2.499 ;; 	5.718 ;;;; 	854 ;; 	2.083 ;;; 	1.677 ;;;; 	528 ;;;;;;;;;;; 	1.379 ;;; 	2.522 ;;;;;;;;;;;;;;;; 	4.355 ; 	6.424 ;; 	2.173 ;;;; 	1.208 ;;
1886;;;;; 	3.771 ;; 	6.900 ; 	3.615 ;;; 	5.026 ;;;;;;;;; 	1.089 ;;;; 	3.308 ; 	5.037 ; 	2.625 ;;;;;; 	1.167 ;;;;;;;; 	3.524 ;;; 	3.724 ;;;;; 	2.436 ;;; 	2.034 ; 	3.566 ;; 	6.170 ;;;;;;; 	2.426 ;;;;;;; 	1.089 ; 	874 ;;;;;; 	3.005 ;;; 	1.832 ;;;;;;;;;;;; 	1.291 ;;;;;;;;;;;;;;;;;;;;;;;; 	5.157 ; 	2.528 ;; 	5.742 ;;;; 	894 ;; 	2.091 ;;; 	1.753 ;;;; 	585 ;;;;;;;;;;; 	1.326 ;;; 	2.547 ;;;;;;;;;;;;;;;; 	4.500 ; 	6.472 ;; 	2.308 ;;;; 	1.427 ;;
